Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,305,0,249,323,182,754,40.39
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,306,-,-,-,-,587,46.08
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,307,0,164,205,116,485,31.11
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,308,-,-,-,-,332,35.51
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,309,0,145,131,209,485,34.77
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,310,0,153,90,105,348,28.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,311,0,221,145,170,536,32.80
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,312,0,119,110,148,377,36.64
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,314,-,-,-,-,27,24.55
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,315,0,112,69,128,309,27.49
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,316,0,71,72,104,247,26.17
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,317,0,56,53,75,184,21.57
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,318,-,-,-,-,455,26.92
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,319,0,54,47,85,186,24.28
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,320,0,140,120,194,454,29.48
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,321,-,-,-,-,689,38.56
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,322,-,-,-,-,547,50.18
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,323,0,141,71,125,337,33.23
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,324,0,90,80,115,285,33.22
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,325,0,42,62,53,157,22.89
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,326,0,64,41,59,164,24.15
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,327,0,156,106,241,503,42.34
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,328,0,158,154,116,428,28.33
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,329,-,-,-,-,13,86.67
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,330,0,221,190,160,571,35.64
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,331,0,178,134,116,428,26.24
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,332,0,105,101,127,333,36.08
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,333,0,75,58,95,228,29.53
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,334,-,-,-,-,31,41.33
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,335,0,130,59,144,333,41.52
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,336,0,44,36,43,123,32.37
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,337,0,165,128,191,484,31.99
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,338,0,84,58,65,207,30.49
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,339,-,-,-,-,486,30.15
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,340,-,-,-,-,767,37.63
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,341,-,-,-,-,5,71.43
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,342,0,134,75,108,317,34.27
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,343,0,239,241,254,734,43.90
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,344,0,192,165,266,623,43.81
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,345,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,346,0,198,154,184,536,41.33
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,347,0,120,122,160,402,48.49
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,348,-,-,-,-,115,26.62
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,349,0,142,123,166,431,38.48
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,352,-,-,-,-,691,29.82
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,353,0,219,161,164,544,38.83
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,354,0,60,39,61,160,23.92
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,357,0,101,60,120,281,29.93
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,358,0,114,94,100,308,34.72
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,359,0,149,116,144,409,40.90
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,360,0,270,204,278,752,36.90
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,362,0,114,78,109,301,30.37
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,363,0,300,363,338,1001,46.36
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,364,-,-,-,-,912,46.65
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,365,-,-,-,-,999,58.90
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,366,0,258,292,346,896,52.58
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,367,0,210,207,285,702,50.58
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,368,0,166,159,240,565,31.63
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,369,-,-,-,-,2,9.09
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,370,0,174,292,265,731,59.29
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,371,0,415,498,259,1172,49.96
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,372,0,80,118,72,270,39.30
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,373,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,374,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,375,-,-,-,-,150,26.69
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,377,0,170,123,137,430,27.81
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,378,0,64,47,50,161,31.94
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,379,0,156,108,145,409,30.21
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,381,0,111,60,79,250,30.38
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,382,0,104,47,101,252,30.25
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,383,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,384,0,185,126,197,508,36.57
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,385,-,-,-,-,696,31.88
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,386,0,139,89,135,363,33.80
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,387,0,117,107,192,416,44.97
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,388,0,218,207,256,681,38.74
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,389,0,210,318,179,707,36.42
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,390,0,207,240,137,584,26.08
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,394,-,-,-,-,1,100.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,395,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,396,0,184,185,161,530,41.77
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,400,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,401,0,150,198,107,455,54.04
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,403,0,145,125,69,339,48.99
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,405,0,157,143,122,422,35.76
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,406,0,247,242,160,649,46.96
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,407,0,110,110,91,311,32.13
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,408,0,156,149,219,524,55.10
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,409,0,162,188,173,523,46.49
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,410,0,155,135,194,484,38.38
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,411,0,210,214,169,593,53.62
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,412,0,151,111,102,364,25.60
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,424,-,-,-,-,59,27.83
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,442,0,102,73,83,258,33.95
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,443,-,-,-,-,588,48.68
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,445,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,446,-,-,-,-,2,50.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,447,-,-,-,-,706,50.04
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,448,0,213,234,157,604,46.28
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,450,0,269,262,180,711,54.57
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,452,-,-,-,-,867,58.15
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,453,-,-,-,-,21,75.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,454,0,199,228,173,600,57.75
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,455,0,199,222,148,569,45.78
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,456,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,460,-,-,-,-,8,28.57
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,462,-,-,-,-,1126,55.52
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,463,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,464,0,58,49,84,191,26.90
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,468,0,184,206,146,536,58.77
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,470,0,199,245,188,632,53.56
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,472,0,126,96,93,315,27.42
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,487,-,-,-,-,12,46.15
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,488,-,-,-,-,759,45.23
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,500,0,84,60,64,208,24.56
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,550,-,-,-,-,11,37.93
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,554,0,135,100,87,322,34.51
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,588,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,965,0,406,616,546,1568,60.33
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,991,0,84,46,54,184,31.83
"REPRESENTATIVE IN CONGRESS, DIST. 25",Mary Barzee Flores,DEM,992,-,-,-,-,27,24.11
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,100,-,-,-,-,26,20.16
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,167,-,-,-,-,111,37.37
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,168,-,-,-,-,440,29.67
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,191,0,135,83,69,287,47.28
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,198,0,125,96,99,320,42.33
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,200,0,256,182,205,643,48.71
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,376,0,725,437,324,1486,66.67
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,398,0,99,127,109,335,54.83
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,399,0,109,107,122,338,58.58
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,402,0,611,452,222,1285,72.11
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,413,0,718,447,334,1499,76.56
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,414,0,297,255,229,781,65.91
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,415,0,470,307,304,1081,59.92
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,416,0,305,232,157,694,64.50
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,417,-,-,-,-,837,66.32
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,419,0,280,231,122,633,73.09
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,420,0,442,400,210,1052,73.41
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,421,0,438,324,230,992,69.57
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,435,0,439,246,152,837,66.53
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,436,0,369,281,227,877,66.79
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,437,0,359,305,188,852,71.00
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,438,0,492,349,205,1046,70.72
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,439,0,417,307,227,951,76.51
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,440,0,367,238,211,816,71.27
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,441,0,470,336,190,996,67.80
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,444,0,339,247,235,821,61.54
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,449,0,226,196,166,588,69.42
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,451,0,573,439,361,1373,75.90
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,457,0,275,180,175,630,68.03
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,458,0,82,65,32,179,21.54
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,459,0,181,127,91,399,79.01
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,461,0,475,359,207,1041,62.41
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,466,0,181,157,79,417,58.24
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,467,0,374,283,196,853,67.70
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,469,0,485,455,286,1226,58.69
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,471,-,-,-,-,785,67.79
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,482,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,693,0,182,193,117,492,45.35
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,694,0,216,294,187,697,47.58
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,695,0,319,300,176,795,50.93
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,697,0,349,324,199,872,54.33
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,699,0,78,108,164,350,39.77
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,700,0,78,92,123,293,44.53
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,701,0,440,362,290,1092,62.79
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,702,0,328,306,231,865,58.17
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,703,0,330,303,234,867,49.49
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,704,0,443,240,231,914,68.52
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,705,0,352,266,324,942,60.58
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,706,0,491,294,260,1045,66.90
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,707,0,150,100,129,379,79.96
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,708,-,-,-,-,974,65.37
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,710,0,320,165,263,748,67.03
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,711,-,-,-,-,1133,52.09
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,731,-,-,-,-,35,52.24
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,732,0,237,152,211,600,55.30
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,733,0,574,444,354,1372,63.25
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,734,0,145,137,143,425,57.67
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,735,0,308,303,242,853,55.75
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,736,0,154,180,93,427,43.04
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,737,0,130,199,74,403,38.97
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,738,0,259,393,201,853,39.75
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,739,0,197,244,86,527,50.19
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,740,0,205,261,178,644,48.20
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,741,0,297,356,253,906,43.23
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,742,0,198,243,210,651,41.62
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,743,0,145,176,162,483,48.49
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,744,0,409,477,354,1240,51.20
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,757,0,303,279,255,837,43.19
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,758,0,187,172,142,501,48.97
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,759,-,-,-,-,641,52.63
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,761,0,245,354,158,757,43.31
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,762,0,143,233,128,504,36.13
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,763,0,290,237,187,714,57.07
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,764,0,592,500,335,1427,54.01
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,766,-,-,-,-,574,38.19
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,767,0,202,247,136,585,44.05
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,768,0,59,74,67,200,49.26
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,769,0,172,196,193,561,46.71
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,770,0,314,310,218,842,56.21
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,772,0,313,218,229,760,52.16
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,773,0,545,347,289,1181,66.54
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,774,-,-,-,-,403,41.98
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,775,0,400,341,156,897,50.85
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,776,0,324,255,199,778,45.08
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,782,0,204,168,122,494,52.55
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,784,0,259,280,153,692,50.18
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,785,0,118,101,76,295,46.38
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,786,0,294,237,230,761,52.48
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,787,-,-,-,-,82,61.19
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,788,0,164,166,123,453,41.48
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,789,-,-,-,-,30,78.95
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,790,-,-,-,-,51,86.44
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,792,0,215,193,148,556,46.26
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,793,0,227,270,91,588,50.26
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,794,0,314,245,188,747,47.19
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,796,-,-,-,-,53,63.86
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,797,0,312,271,219,802,52.42
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,798,0,676,587,429,1692,60.26
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,800,0,190,155,84,429,45.88
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,805,0,180,206,172,558,40.82
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,812,0,148,142,113,403,29.16
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,813,0,202,172,150,524,21.53
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,814,0,185,259,179,623,35.08
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,815,0,157,106,173,436,43.73
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,816,0,137,110,105,352,22.06
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,817,0,76,67,57,200,18.50
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,818,-,-,-,-,61,6.34
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,826,-,-,-,-,60,9.46
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,827,0,188,94,86,368,31.94
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,829,0,177,98,119,394,31.80
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,830,0,121,111,81,313,30.93
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,831,-,-,-,-,101,33.55
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,833,-,-,-,-,33,31.43
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,834,-,-,-,-,3,11.54
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,835,-,-,-,-,2,50.00
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,836,0,0,0,0,0,0.00
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,838,0,81,51,51,183,42.36
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,839,0,77,61,46,184,32.28
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,841,0,238,166,158,562,42.16
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,842,-,-,-,-,53,30.64
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,843,-,-,-,-,4,44.44
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,845,0,167,135,164,466,42.44
"REPRESENTATIVE IN CONGRESS, DIST. 26",Carlos Curbelo,REP,846,0,253,198,205,656,41.03
